customer_id,first_name,last_name,gender,date_of_birth,email,phone_number,address,city,postcode,customer_since,employment_status,annual_income
CUST102407,Thomas,O'Brien,Male,03.06.1982,thomas_o'brien@yahoo.com,07620473036,195 Windsor Close,CARDIFF,TL28 6XC,2011-03-31,Employed,35012.87
CUST102301,Freya,Harris,Female,16/07/2002,freyaharris@outlook.com,07139617967,145 High Street,BRISTOL,NS38 3EP,2020-05-08,Retired,
CUST102488,Poppy,Edwards,Female,26-May-1972,poppyedwards@icloud.com,07478895352,143 Orchard Way,SOUTHAMPTON,W62 9QF,2024-08-30,Student,60598.62
CUST101798,Zara,Kaur,Female,27.04.1969,zara_kaur@gmail.com,07873648325,103 London Road,Birmingam,QH42 6OA,28-May-2009,Self-Employed,27587.44
CUST100219,Muhammad,Byrne,Male,06-20-1955,muhammad_byrne@outlook.com,07857535117,198 Orchard Way,CARDIFF,G31 6RW,2006-12-26,Self-Employed,39513.51
CUST103061,  Daisy,Wood,Female,19-Aug-1996,daisywood@btinternet.com,07725747866,32 Victoria Road,Sheffield,W45 2VN,01-02-2005,Self-Employed,
CUST102114,Olivia,Ahmed,Female,21.06.1982,olivia_ahmed@btinternet.com,07390938958,75 Victoria Road,Liverpol,AE57 3QH,12.05.2022,Unemployed,112047.52
CUST101907,Joshua,Morgan,Male,14-Jul-1982,joshua_morgan@icloud.com,07765711464,181 London Road,CARDIFF,AQ5 7PH,02/02/2005,Student,124623.82
CUST102870,Holly,Hughes,Female,06.09.1977,hollyhughes@outlook.com,07971764907,102 Windsor Close,brighton,L6 7AA,21.10.2007,Employed,127484.72
CUST101203,Florence,Kaur,Female,07-Sep-1993,florencekaur@gmail.com,N/A,71 London Road,sheffield,R49,29.11.2015,Student,18208.77
CUST100808,Ava,Lee,Female,10-23-1974,ava.lee@yahoo.com,07963558207,88 Springfield Road,glasgow,RY41 8KD,01-Sep-2023,Retired,26784.77
CUST100181,Max,Harrison,Male,1988-01-10,max.harrison@icloud.com,8742,38 Springfield Road,Leeds,Z91 0MF,2023-11-17,Employed,107970.19
CUST101788,Ethan,Singh,Male,1972-09-11,ethan_singh@icloud.com,07752765783,173 Mill Lane,Coventry,DD7 0VQ,18-Aug-2008,Student,96397.11
CUST101407,Hannah,Taylor,Female,1979-10-22,hannah.taylor@icloud.com,07582847446,99 Mill Lane,BELFAST,K3 7JA,2024-03-06,Unemployed,119295.53
CUST101463,Joseph,Roberts,Male,28-Nov-2003,,07XX 123456,118 Elm Grove,LEEDS,HX7,21/07/2011,Student,54361.65
CUST101600,Jessica,Wright,Female,11/06/1975,jessicawright@yahoo.com,07737696338,195 Springfield Road,Birmingham,J54 3XJ,05-16-2018,Unemployed,68238.15
CUST101139, Mohammed,O'Brien,Male,27-Feb-1955,mohammed.o'brien@yahoo.com,07342713811,73 Elm Grove,liverpool,MF10 6PH,02-04-2007,Employed,74470.19
CUST101910,Max,Ali,Male,01-30-1946,max.ali@gmail.com,07540185630,108 High Street,London,VH22 5SI,29/04/2011,Self-Employed,70277.46
CUST101448,Muhammad,Wood,Male,02/10/1997,muhammadwood@yahoo.com,07XX 123456,40 Station Road,leicester,L73 5PI,2007-09-01,Self-Employed,107391.65
CUST101647,Ruby,Wilson,Female,17.06.1950,ruby.wilson@outlook.com,call me,143 York Road,Belfast,QR55 5WG,2024-10-14,Self-Employed,83426.2
CUST103080,Oscar,Morgan,Male,06.06.1949,OSCAR_MORGAN@GMAIL.COM,07999426484,19 Chapel Street,BRIGHTON,UD54 7WI,20-Jun-2008,Student,87785.34
CUST101860,Isabella,O'Connor,Female,24/07/1957,isabella_o'connor@yahoo.com,07489070077,162 High Street,COVENTRY,Z21 3JH,19/01/2005,Unemployed,30488.09
CUST100923,Kai,Harris,Male,10-29-1949,kai.harris@yahoo.com,07782717467,20 High Street,Oxford,OH23 9NP,14/08/2011,Unemployed,29019.53
CUST100946,James,Thompson,Male,01.03.1996,james.thompson@btinternet.com,07015933157,28 Station Road,SHEFFIELD,Q47 6PQ,17-Apr-2018,Unemployed,44507.2
CUST101782,Amy,Martin,Female,10-13-1988,amymartin@hotmail.com,07642476590,51 Elm Grove,Cardiff,M42 0KI,28/05/2014,Unemployed,49373.11
CUST102058,Ella,Moore,Female,1978-09-10,ellamoore@gmail.com,07885726693,93 Chapel Street,Cardiff,QF46 6DJ,08.10.2019,Self-Employed,75778.42
CUST100922,Mohammed,Singh,Male,22/05/2005,mohammed.singh@gmail.com,07970669647,76 Queens Road,EDINBURGH,P40 5RN,21-Sep-2012,Unemployed,105566.2
CUST101322,Alice,Morgan,Female,1960-07-03,alicemorgan@gmail.com,07546321612,174 Queens Road,Edinburg,K14 5VR,11-Oct-2010,Student,76526.85
CUST101164,Sophia,   Moore  ,Female,11-10-1990,sophiamoore@yahoo.com,07918887785,25 Elm Grove,EDINBURGH,X29 3SF,06-27-2011,Unemployed,49718.81
CUST101861, Ella   ,Turner,Female,08-02-1973,ella.turner@hotmail.com,07252531926,125 Green Lane,BELFAST,FL95 0PP,2009-08-29,Student,52856.71
CUST100515,Alice,Hussain,Female,31/05/1972,alice.hussain@icloud.com,07700299307,58 Queens Road,birmingham,Q61 1IM,08-07-2006,Employed,32127.25
CUST103125,Jack,Murphy,Male,05-Apr-2003,,07053722638,120 Chapel Street,BRIGHTON,H76 7DK,12/07/2006,Employed,80325.48
CUST100860,Ellie,Evans,Female,22-Sep-1950,ellie.evans@outlook.com,07165008087,86 Orchard Way,Birmingam,Q21 6ZJ,08-31-2015,Retired,28044.81
CUST100803,Kai,Begum,Male,04-24-1955,kaibegum@yahoo.com,07588799269,16 Kings Avenue,COVENTRY,J92 9BL,16-Nov-2022,Student,36609.12
CUST101366,Molly,Hughes,Female,01-01-1983,molly_hughes@outlook.com,07180421707,143 Park Avenue,Belfast,HV63 1AR,12-28-2021,Retired,28673.51
CUST100117,Joshua,Johnson,Male,12/12/1971,joshua.johnson@hotmail.com,07543522696,199 Kings Avenue,Nottingham,EM4 5YD,25/12/2022,Retired,31164.75
CUST100928,Grace,Stewart,Female,20-Feb-1973,gracestewart@outlook.com,07290657066,127 Kings Avenue,OXFORD,TW49 5QD,2008-09-21,Employed,65774.65
CUST102736,Muhammad,Hill,Male,17.04.1984,muhammadhill@icloud.com,07149901929,54 Station Road,leeds,EB60 3QF,07.03.2023,Retired,38746.89
CUST102969,Jacob,Thomas,Male,10-27-1998,jacobthomas@btinternet.com,07223148508,35 Chapel Street,Oxford,YK55 6HC,07-Jan-2006,Self-Employed,17318.83
CUST103149,Phoebe,Morgan,Female,27.08.1959,PHOEBE.MORGAN@GMAIL.COM,07807723711,90 The Grove,SHEFFIELD,Q48 1ZB,2006-11-26,Retired,112584.07
CUST100862,Charlie,Martin,Male,2000-06-16,charliemartin@yahoo.com,07995747809,82 Victoria Road,Oxford,S15 2HU,12-31-2023,Unemployed,92611.99
CUST100483,Alice,Walker,Female,23.06.2004,alice.walker@yahoo.com,07366763944,127 Victoria Road,OXFORD,Y93 0VG,17.10.2017,Employed,65613.19
CUST102605,Jacob,Clarke,Male,06/09/1976,jacob.clarke@icloud.com,07489282281,38 London Road,Sheffield,V77 0OF,14-Aug-2012,Retired,52113.67
CUST101656,Freya,Carter,Female,1986-06-07,freyacarter@btinternet.com,07477076931,128 Mill Lane,LEEDS,YE47 8WL,2008-04-18,Self-Employed,99253.73
CUST102806,Kai,Roberts,Male,1960-02-14,kairoberts@yahoo.com,07663649976,39 Green Lane,Bristol,SY74 0NS,05-17-2009,Retired,78602.95
CUST100985,Jessica,Byrne,Female,1946-10-15,jessicabyrne@btinternet.com,07889704025,17 Chapel Street,York,JD33 6JX,02-07-2007,Employed,106396.82
CUST102470,Joseph,Moore,Male,05.02.1991,joseph.moore@gmail.com,07810158432,59 Kings Avenue,Southampton,T81 9EY,06-09-2019,,43988.01
CUST100742,Lewis,White,Male,18/03/1994,lewis.white@outlook.com,07XX 123456,122 Church Lane,brighton,R35 8JV,16-Mar-2009,Student,
CUST101360,Adam,Harris,Male,15.12.1976,adamharris@hotmail.com,N/A,105 Victoria Road,cardiff,AK1,2011-09-24,Unemployed,119387.68
CUST102041,Lucy,Wilson,Female,08-Sep-1983,lucy.wilson@btinternet.com,07885231934,38 Queens Road,london,IH37 3PN,17.01.2020,Student,62350.09
CUST100875,  Sophie ,James,Female,09-07-1972,sophiejames@icloud.com,07227670516,60 Market Street,southampton,S69 4MP,13.09.2005,Unemployed,116350.5
CUST101237,Jack  ,Edwards,Male,23.01.1955,jackedwards@outlook.com,07688817334,90 High Street,leeds,E78 8QN,13.11.2006,Student,122714.82
CUST102031,Jessica,Stewart,Other,02-Oct-1969,jessicastewart@btinternet.com,6687430,70 London Road,CARDIFF,ZX784,20/08/2017,Retired,128888.12
CUST101969,Muhammad,Davies,Male,07-Oct-1950,muhammad.davies@yahoo.com,07265458532,24 Mill Lane,oxford,YP46 4QQ,2007-08-22,Unemployed,
CUST101529,Lily,Hill,Female,1975-06-13,lilyhill@icloud.com,07108117767,55 Grange Road,Leicster,R5 3QV,22.06.2006,Student,90633.26
CUST101845,Molly,MacDonald,Female,1982-08-16,molly.macdonald@gmail.com,07152455284,31 Orchard Way,Belfast,ZT90 8BM,02-16-2006,Employed,127886.61
CUST102364,Amy,Khan,Female,29.06.1968,amykhan@yahoo.com,0044 7062517,143 Church Lane,BELFAST,NV4 9AA,2017-09-04,Self-Employed,111995.09
CUST102243,Callum,Turner,Male,1957-01-03,callum_turner@outlook.com,07479939698,85 Chapel Street,Leeds,XU4 9DR,10/09/2021,Self-Employed,74352.68
CUST100906,Kai,Robinson,Male,12/08/1955,kai.robinson@icloud.com,07133557432,4 Windsor Close,york,BV8 1EE,24-Dec-2018,Retired,52021.58
CUST101342,Hannah,Kaur,Female,1978-06-13,hannah_kaur@gmail.com,07537442365,145 High Street,Leicster,K70 0KE,14-Jan-2011,Unemployed,80131.57
CUST102089,Mohammed,Williams,Male,08-30-1983,mohammed.williams@gmail.com,07168142444,174 High Street,Cardiff,KS47 5HW,2021-09-14,Retired,85452.89
CUST101380,Katie,   Phillips  ,Female,12-01-1946,katie_phillips@outlook.com,07672176191,169 Green Lane,LEICESTER,X97 2CG,26.03.2015,Student,104818.78
CUST101471,Jacob,Jones,Male,24-Feb-1981,jacob_jones@icloud.com,07894052564,76 York Road,Southampton,BH77 3HZ,19.05.2017,Unemployed,94455.64
CUST101079,Liam,O'Brien,Male,1976-07-16,liam_o'brien@btinternet.com,07631442400,29 Victoria Road,brighton,IR46 2DC,14/01/2014,Retired,104453.99
CUST100680,Jessica,Hill,Female,02-14-1981,jessicahill@gmail.com,07889394027,3 Green Lane,YORK,EN57 0VM,2023-08-04,Self-Employed,116916.52
CUST102351,Arthur,Thompson,Male,07.10.1977,arthur.thompson@btinternet.com,07397758769,54 Victoria Road,CAMBRIDGE,D95 5EY,2014-05-06,Unemployed,120958.86
CUST100735,Daniel,Carter,Male,08-Feb-1954,daniel.carter@gmail.com,07729676680,173 Manor Road,NEWCASTLE,B28 1NJ,2017-03-19,,28071.39
CUST102264,David,Harrison,Male,28-Jul-1991,david.harrison@outlook.com,07995962133,123 Queens Road,york,VP6 4EU,05/08/2012,Unemployed,66820.72
CUST103050,Sarah,Williams,Female,08-14-2001,sarah_williams@gmail.com,07404442178,164 Mill Lane,nottingham,PR54 6PT,2020-08-15,Retired,50545.45
CUST100100,Victoria,Smith,Female,22.11.1984,,07747835404,180 Orchard Way,Leeds,WR61 6NG,18/02/2023,Self-Employed,30147.82
CUST102790,Oscar,Martin,Male,12-09-1969,oscar_martin@hotmail.com,07720079641,180 Springfield Road,manchester,ID42 3DL,11/09/2019,Retired,50048.74
CUST100401,Isaac,Morgan,Male,15.02.1967,isaac.morgan@yahoo.com,07531142721,87 York Road,CARDIFF,W42 8XD,01-Aug-2024,Unemployed,52004.87
CUST101493,Victoria,Kelly,Female,07-29-1995,victoriakelly@yahoo.com,07651167748,13 High Street,BRISTOL,VG35 3QU,07-20-2011,Retired,112663.04
CUST102756,Freddie,Phillips,Male,1986-06-06,freddiephillips@icloud.com,07790915764,178 Windsor Close,Southampten,U15 8OK,15-Aug-2005,Retired,21389.91
CUST102468,Logan,Thompson,Male,1957-08-08,logan_thompson@icloud.com,07291821177,10 Victoria Road,BELFAST,CD13 3TU,2009-09-13,Retired,118433.68
CUST101096,Leo,Morgan,Male,18/03/1957,leo.morgan@hotmail.com,07923738185,114 London Road,OXFORD,IS9 6AK,09-28-2013,Unemployed,29526.63
CUST103081,Isaac,Clark,Male,05-19-1956,ISAAC_CLARK@BTINTERNET.COM,07829608594,98 Springfield Road,Nottingham,T76 9ZL,2013-05-25,Student,31785.75
CUST100940,Alfie,Johnson,Male,15-Mar-1981,alfie.johnson@yahoo.com,07581526331,72 London Road,SHEFFIELD,D41 5MP,2010-03-19,Unemployed,86240.56
CUST102715,Mohammed, Smith,Male,1978-08-26,mohammed.smith@gmail.com,07905869315,107 Mill Lane,newcastle,D94 3KU,20/02/2021,Retired,37077.12
CUST100467,Max,Singh,Male,18/01/1952,maxsingh@yahoo.com,07366857699,142 Elm Grove,sheffield,J45 9EN,2012-11-01,Unemployed,122537.14
CUST102429,Aaron,O'Brien,Male,17-Oct-1981,aarono'brien@icloud.com,0044 7403279,169 Elm Grove,LEEDS,RX10 9RM,08/03/2018,Self-Employed,59054.24
CUST102883,Ella,Ahmed,Female,03.07.1967,ellaahmed@outlook.com,07935923199,107 Green Lane,NOTTINGHAM,O72 8CP,03-14-2014,Self-Employed,70730.78
CUST100759,Kai,Johnson,Male,30-Dec-1950,kai_johnson@yahoo.com,07839332602,130 Victoria Road,brighton,FU93 1CB,15-Sep-2005,Student,62198.49
CUST100083,Kai,Hussain,Male,19-Jun-1965,kai_hussain@yahoo.com,07417398738,39 Elm Grove,BRISTOL,D24,03-04-2018,Employed,
CUST103102,Ella,O'Brien,Female,30.10.1975,ELLA.O'BRIEN@YAHOO.COM,07965547749,177 The Grove,COVENTRY,CZ26 1CX,18-Jan-2011,Employed,45710.73
CUST101546,Ethan,Taylor,Male,17.05.2004,ethan.taylor@gmail.com,07781215207,147 Elm Grove,leeds,MN44 3QI,2015-02-27,Self-Employed,114283.84
CUST100232,Ella,Stewart,Female,06-16-2001,ellastewart@icloud.com,07094670148,50 Victoria Road,GLASGOW,FO163,2020-09-15,Self-Employed,108385.88
CUST100219,Muhammad,Byrne,Male,06-20-1955,muhammad_byrne@outlook.com,07857535117,198 Orchard Way,CARDIFF,G31 6RW,2006-12-26,Self-Employed,39513.51
CUST102416,Liam,Martin,Male,13/04/2001,liam_martin@icloud.com,07618175740,174 Elm Grove,MANCHESTER,O68 5BN,19/12/2012,Self-Employed,79316.42
CUST101398,James,Clarke,Male,04.01.1984,james.clarke@gmail.com,07157743281,178 Queens Road,Cambridge,II24 4JY,11/04/2023,Self-Employed,38906.04
CUST100576,George,Wood,Male,28/01/2002,georgewood@hotmail.com,07629483524,160 Station Road,coventry,A87 0YJ,14/06/2017,Unemployed,20862.2
CUST101696,Henry,Clark,Male,18-Jun-1963,henryclark@hotmail.com,07741964861,178 Manor Road,Oxford,R4 3BS,19.03.2006,Unemployed,101394.3
CUST101675,George, Kaur ,Male,12-Aug-1997,george.kaur@yahoo.com,07302325820,42 London Road,Coventary,KQ54 8QX,08-Jan-2012,Retired,128749.53
CUST102857,Laura,Shah,Female,12.03.1994,laurashah@gmail.com,07532894143,102 York Road,Nottingham,EP19 2UQ,07/09/2008,Unemployed,19281.15
CUST101991,Joseph,James,Male,2001-11-19,josephjames@gmail.com,07189006599,27 Kings Avenue,NEWCASTLE,R2 5XS,28-Jan-2016,Unemployed,21177.71
CUST102111,Georgia,Khan,Female,15/08/1982,georgia.khan@gmail.com,07559435370,187 Park Avenue,manchester,SC18 6FP,14/08/2017,Employed,111045.17
CUST100013, Evie   ,Baker,Female,14.01.1994,evie_baker@outlook.com,07605295048,134 Springfield Road,Leeds,GI44 2AR,10.01.2021,Employed,81034.02
CUST101654,Kai,Thomas ,Male,11/07/1992,kaithomas@btinternet.com,07617300865,30 Queens Road,LIVERPOOL,B73 4BL,31-Mar-2009,Unemployed,108333.66
CUST102428,Grace,Hussain,Female,23/12/1986,gracehussain@outlook.com,07860922168,70 Manor Road,manchester,CQ47 6IV,10.12.2011,Unemployed,17421.93
CUST102909,Victoria,Moore,Female,03-13-2003,victoria.moore@outlook.com,07033340036,23 Grange Road,Newcastel,Q45 8PI,12-Sep-2011,Unemployed,44223.09
CUST100431,Nathan,Ryan,Male,14/05/1982,nathan_ryan@btinternet.com,07505627676,56 London Road,OXFORD,ZR69 0JT,08-31-2023,Employed,127521.94
CUST101468,Ryan,King,Male,03-29-2004,ryanking@btinternet.com,07638590052,8 Manor Road,BRISTOL,QR16 4EX,06-23-2019,,83954.61
CUST101417,Sophia,Wilson,Female,23-May-1955,sophia_wilson@yahoo.com,072812,99 Park Avenue,brighton,U41 0XO,11.05.2021,Student,124838.57
CUST102030,Aaron,Begum,Male,1948-10-08,,07164863005,162 York Road,Oxford,D5 3KO,2019-09-10,Retired,79768.35
CUST100227,Victoria,Hussain,Female,02-12-1979,victoria_hussain@hotmail.com,07322990607,94 Market Street,Newcastel,ZG60 6XO,11-30-2010,Retired,53304.92
CUST101035,Oscar,Ahmed,Male,1992-11-11,oscar.ahmed@hotmail.com,07184525046,98 Queens Road,london,QW5 7ZT,21-Jul-2010,Employed,117617.46
CUST100506,Laura,Walker,Female,1978-06-01,laura_walker@gmail.com,07911426376,118 High Street,Oxford,O64 9ZZ,21/05/2016,,41597.29
CUST101440,Aaron,Edwards,Male,31-Mar-1990,aaron_edwards@icloud.com,07115978046,115 Manor Road,Newcastel,ZP82 4SM,2020-08-17,Student,107918.08
CUST100650,Hannah,Harris,Female,15-Jan-1956,hannah_harris@yahoo.com,07573097057,14 Queens Road,York,J43 7OT,2014-07-06,Student,90973.18
CUST101127,Ella,Wood,Female,1962-03-23,ella_wood@icloud.com,07781477085,122 Victoria Road,Bristol,R44 9PA,22/02/2020,Self-Employed,19859.36
CUST100733,Jacob,Carter,Male,02-17-1958,jacobcarter@yahoo.com,07619721762,65 Orchard Way,Liverpol,J39 9SK,23.09.2009,Retired,99191.4
CUST101160,Rachel,King,Female,12-Dec-2004,rachel.king@gmail.com,07714122548,145 Manor Road,Sheffield,LI29 8MO,2021-09-28,Employed,108788.19
CUST100770,Logan, Turner   ,Male,04-Nov-2003,logan_turner@hotmail.com,07931024852,3 Park Avenue,CAMBRIDGE,PS86 9HZ,02/09/2008,Self-Employed,68129.4
CUST100258,Charlie,Kelly,Male,20-Jun-2003,charliekelly@gmail.com,07100975138,1 Kings Avenue,Cambridge,H68 3OA,08-10-2008,Self-Employed,26863.67
CUST101174,Laura,Wood,Female,16/10/1976,laurawood@yahoo.com,07354995302,99 Kings Avenue,London,W18 4CH,01/03/2007,Retired,89318.32
CUST101507,Evie,Khan,Female,07-15-1999,evie_khan@btinternet.com,07997731574,78 The Grove,Glasgow,W98 1RE,2017-09-06,Student,26666.38
CUST102847,Phoebe,Wilson,Female,11-Sep-1987,phoebe_wilson@outlook.com,07369061924,172 York Road,London,XD82 9BX,14-Mar-2024,Employed,91378.39
CUST102073,Megan,Stewart,Female,28.06.1951,,07049319883,39 Market Street,Birmingam,L45 4QZ,11-04-2023,Retired,128593.9
CUST100265,Sarah,Lewis,Female,29-Mar-1949,sarah_lewis@icloud.com,07093257145,76 Orchard Way,Sheffeld,XX84 1NE,2005-01-06,Self-Employed,
CUST102174,Arthur,Hughes,Male,17/07/1946,arthurhughes@gmail.com,07319242036,16 Church Lane,Southampton,E16 0JZ,04-14-2007,Student,52609.81
CUST100414,Ryan,Thomas,Male,22.10.1951,ryan_thomas@yahoo.com,07300614934,125 The Grove,sheffield,E601K,30.05.2020,Self-Employed,36148.13
CUST103058,Connor,Robinson,Male,02-22-1987,CONNOR_ROBINSON@BTINTERNET.COM,07619105229,120 Park Avenue,LEEDS,WR45 3LG,05-26-2024,Retired,77915.76
CUST101168,Lucy,White,Female,28.02.1984,lucy_white@yahoo.com,07137749873,158 Mill Lane,Birmingam,BW17 5LW,07-23-2012,Self-Employed,70751.26
CUST101072,Lily,Ali,Female,05.01.1947,lilyali@btinternet.com,07400283677,190 Green Lane,brighton,NC93 9HI,03-19-2021,Self-Employed,89844.33
CUST101244,Sarah,Harrison,Female,28-Mar-1996,,call me,180 Kings Avenue,cambridge,T394,13/09/2018,Unemployed,109569.8
CUST100278,Holly,James,Female,17-May-1967,,07669383862,68 Station Road,BRISTOL,E72 8AM,14/08/2011,,57814.47
CUST102255,Connor,MacDonald,Male,09-06-1987,connormacdonald@icloud.com,07380629159,95 Grange Road,Edinburgh,PU75 6GY,21.12.2016,Employed,52231.68
CUST102822,Jessica,Ali,Female,28/07/1992,jessicaali@btinternet.com,07389148647,25 London Road,BELFAST,E28 7BX,02.07.2021,,52882.33
CUST102689,Ruby,Kelly,Female,07-Oct-1973,ruby.kelly@yahoo.com,07086186109,187 Station Road,LEICESTER,FA77 8HB,26-Oct-2015,Student,38848.12
CUST102350,Ethan,Wilson,Male,08-Dec-2005,ethan.wilson@outlook.com,07060344688,129 London Road,YORK,PI30 9DA,2014-08-22,,65845.78
CUST101106,Liam,Kelly,Male,30-Apr-1965,liam_kelly@yahoo.com,07937312306,134 York Road,BELFAST,P69 6GU,10.12.2015,Retired,61008.54
CUST100411,Amelia,Hill,Female,1994-11-02,ameliahill@btinternet.com,07094743421,134 Orchard Way,LIVERPOOL,Z200V,07.04.2020,Unemployed,36395.87
CUST100118,Poppy,Johnson,Female,23/07/1980,poppy_johnson@icloud.com,07810714897,179 Green Lane,Sheffield,A385R,03-14-2018,Employed,112536.21
CUST100847,Jessica,Evans,Female,01.06.1956,jessicaevans@yahoo.com,07943566644,60 Mill Lane,Cardiff,CL36 2JY,2014-11-25,Unemployed,66481.68
CUST102427,Jack,Byrne,Male,07-02-1987,jackbyrne@outlook.com,07776655338,194 Market Street,Cambridg,JK4 6AZ,15.05.2009,Self-Employed,40244.42
CUST100157,Dylan, Wood,Male,1963-03-07,dylan_wood@gmail.com,07725614531,56 The Grove,Cardiff,HP93 2WI,25/09/2012,Unemployed,77183.51
CUST102916,Edward,Clarke,Male,06/12/1993,edward_clarke@yahoo.com,07570948264,175 Mill Lane,nottingham,X84 1VI,2010-02-26,Student,22256.33
CUST100509,Leo,Ryan,Male,20-Apr-1972,leoryan@yahoo.com,07256019082,137 High Street,southampton,PK7 0SO,2018-12-19,Retired,33115.75
CUST100954,Charlotte,Martin,Female,10-20-2001,charlotte.martin@gmail.com,07790203365,155 High Street,GLASGOW,W99 5AZ,2013-04-21,Student,92360.21
CUST102133,Molly,Harrison,Female,12-06-1989,,07527896754,23 Mill Lane,Glasgow,R43 6US,2016-07-13,Self-Employed,73199.34
CUST101135,Muhammad,Martin,Male,05.02.1966,muhammad_martin@outlook.com,07315405100,145 Park Avenue,LIVERPOOL,UV99 0WP,2011-05-27,Retired,14240.11
CUST100330,Jacob,Moore,Male,28/04/1993,jacob.moore@outlook.com,07576201867,120 Grange Road,Sheffield,K49 4RR,11-07-2014,Student,
CUST100385,Noah,Singh,Male,04.05.1952,noah_singh@outlook.com,07643725417,38 Queens Road,Southampten,Q97 8UC,2008-07-07,Self-Employed,94949.69
CUST102329,Isaac,Thompson,Male,2001-03-10,isaac.thompson@outlook.com,call me,92 High Street,NEWCASTLE,GZ17 5XF,2019-04-28,Student,71697.78
CUST102646,Isabella,Davies,Female,02-07-1993,isabella.davies@outlook.com,07088133965,180 Manor Road,Sheffield,DR60 1TC,19-Oct-2018,Student,106320.38
CUST101395,Callum,Ryan,Male,24.12.1969,callum.ryan@btinternet.com,07813888747,91 Park Avenue,LEICESTER,G358C,19.08.2024,Retired,89396.12
CUST100453,Evie,Cooper,Female,04/12/1971,eviecooper@gmail.com,07701361590,45 Mill Lane,Edinburg,LR55 9EE,10-25-2023,Student,93387.75
CUST101690,Jacob,Lewis,Male,07-26-1980,jacoblewis@btinternet.com,07525758957,16 Springfield Road,LEICESTER,PH93 8TB,01-04-2012,Unemployed,76500.25
CUST100931,Joshua, Hughes   ,Male,19-Jun-2003,joshua_hughes@gmail.com,07964360681,23 Victoria Road,Bristol,Q56 7DA,08-15-2013,Unemployed,91619.28
CUST101682,Arthur,Wilson,Male,28-Dec-1973,arthur_wilson@gmail.com,07888055247,11 Church Lane,Cambridg,SN34 7ZH,2009-04-26,Unemployed,33199.53
CUST100137,Mohammed,Kaur,Male,05-12-2004,mohammedkaur@outlook.com,07681310184,22 Manor Road,NEWCASTLE,CF22 4SS,31.01.2015,Student,17652.94
CUST102809,Nathan,White,Male,30-Jan-1956,nathan_white@yahoo.com,07720146560,107 Victoria Road,York,O28 4ER,27/07/2008,Self-Employed,48241.65
CUST101855,Joshua,Watson,Male,17/05/1977,joshua_watson@btinternet.com,5533100,181 Station Road,LIVERPOOL,E67 7WT,17-Aug-2015,Student,117353.99
CUST100170,Millie,Hughes,Female,13/09/2002,millie.hughes@outlook.com,07028781181,156 Green Lane,Liverpool,B95 0XN,09-Apr-2014,Self-Employed,29049.44
CUST100974,Millie,Ahmed,Female,02-07-1971,millie_ahmed@yahoo.com,07210094703,16 Kings Avenue,GLASGOW,DO1 0TY,2009-01-27,Employed,21651.27
CUST102001,Rebecca,Robinson,Female,21.10.1967,rebecca.robinson@gmail.com,07401024623,115 Manor Road,cambridge,JH13 2DX,07.01.2013,Self-Employed,128277.22
CUST100149,Florence,Williams,Female,1984-01-23,florence.williams@hotmail.com,07238080143,191 Park Avenue,Manchester,G44 5BL,26.09.2022,Student,25134.3
CUST100890,Daniel,O'Connor,Male,17.07.1994,danielo'connor@btinternet.com,07842295599,68 Orchard Way,birmingham,Z84 2AE,31/01/2005,Employed,92037.91
CUST101477, Ellie  ,Harris,Female,07.12.1963,ellie.harris@btinternet.com,07246299326,99 London Road,Manchster,WO32 1CB,05-23-2009,Self-Employed,74480.08
CUST102753,Florence,Evans,Female,05/11/1945,florence.evans@icloud.com,07394786992,104 York Road,Sheffield,FA26 1XQ,17.03.2018,Retired,62449.44
CUST102136,Mohammed,Ahmed,Male,18.08.1956,mohammedahmed@hotmail.com,07536764843,52 Station Road,Brighton,PX87 6AB,2022-07-10,Retired,22577.18
CUST100503,Millie,Smith,Female,2005-11-22,millie.smith@gmail.com,07734425518,145 Market Street,Manchster,FU10 4UU,18.01.2009,Retired,82450.64
CUST100999,Isabella,Morgan,Female,21-Jul-1985,isabella.morgan@outlook.com,07836353621,45 Kings Avenue,Londn,NV82 7SV,26/02/2022,Student,75959.26
CUST102078,Isabella,Phillips,Female,2003-06-04,isabella.phillips@hotmail.com,07816986518,185 Windsor Close,birmingham,C93 7QG,2006-12-27,Student,106037.48
CUST100960,William,Ahmed,Male,1954-08-10,williamahmed@btinternet.com,07481718757,48 Market Street,NEWCASTLE,W44 3AL,18/08/2010,Student,113565.32
CUST100429, Poppy,   Wright ,Female,1981-08-11,poppy.wright@outlook.com,07642842972,7 Kings Avenue,Sheffeld,U98 4HY,25.07.2018,Retired,87542.6
CUST100262,Charlotte,Kelly,Female,16.11.1999,charlotte.kelly@icloud.com,07224677856,114 London Road,glasgow,KZ39 1TO,06-Jul-2024,Student,24927.29
CUST103138,Emily,Smith,Female,22.03.1976,EMILY.SMITH@YAHOO.COM,07443390504,180 Queens Road,Manchester,S44 0VC,15/10/2020,Retired,
CUST100603,Florence,Turner,Female,14/10/1962,florence.turner@icloud.com,07524949686,21 Windsor Close,Coventry,P48 9VK,07-12-2019,Employed,75401.06
CUST102565,Alfie,Murphy,Male,03-12-2003,alfie_murphy@yahoo.com,07196440523,27 Windsor Close,SOUTHAMPTON,T70 1OJ,09-May-2012,Unemployed,26825.45
